"Version",2
"File Name","Loc Cal - BRU U6 A02 (2015-06-10) (06;27;09) W6 -0866--0586 FREE .dat"

"!Header Information"
"Station","Bruce"
"Unit",6
"Channel","A02"
"Pass","6"
"Face","West"
"ToolID","PN1213B"
"Probe","FREE"
"Date","2015-06-10"
"Time","06:27:09"
"StartPosition",-866
"EndPosition",-586
"MaxSpacers",4
"Orientation","Inlet"
"Mode","Locate"
"EndToolRotary",0
"InitialAxial",-876
"InitialRamOrFreeAxial",-912
"InitialMidAxial",0
"Number Of Data Channels",4

"!Channel Names"
"ChannelName1","LOCFREE3"
"ChannelName2","LOCFREE24"
"ChannelName3","GAP6FREE"
"ChannelName4","AXIALENCODER"

"!Calibration Constants"
"Gain3Khz",.75323684260005
"Phase3Khz",5.62974275734315
"Gain24Khz",1.81741221361608
"Phase24Khz",2.96298222131338
"GainGap6RamOrFree",.03
"PhaseGap6RamOrFree",3.1415926
"GainGap9RamOrFree",.03
"PhaseGap9RamOrFree",3.1415926
"GainGap6Mid",0
"PhaseGap6Mid",0
"GainGap9Mid",0
"PhaseGap9Mid",0
"GainMixed",.9528201747462
"PhaseMixed",3.88347570636821E-02

"!Encoder Resolution (mm/data point)",.5431
"!Pressure Offset (Encoder counts)",-2980
"!Pressure Gain (Percent per Encoder Count)",.0086
"!Gap Encoder Gain (mm / Encoder counts)",.005
"!Gap Encoder Physical Offset (mm)",1
"!Gap Sample Rate (Hz)",20

"!Number Of Data Points",517

"!You can add lines of text to this file here..."
"!Locate/Gap will read (and ignore) lines until !Data: is found!"

"!Data: Ch1X, Ch1Y, Ch2X, Ch2Y, Ch3X, Ch3Y, Ch4X, Ch4Y, Ch5X, Ch5Y, Ch6X, Ch6Y, Ch7X, Ch7Y"
255,-298,-250,-37,3,37,262,0
273,-283,-259,-40,5,37,263,0
287,-270,-268,-41,6,37,264,0
308,-260,-279,-46,7,37,265,0
327,-244,-287,-49,8,37,266,0
341,-226,-298,-52,10,37,267,0
349,-213,-306,-55,11,37,268,0
364,-192,-315,-57,11,37,269,0
379,-175,-327,-62,12,38,270,0
386,-160,-336,-65,13,38,271,0
393,-139,-344,-70,13,38,272,0
399,-119,-352,-75,14,38,273,0
405,-103,-359,-78,15,38,274,0
410,-77,-366,-83,15,38,275,0
403,-57,-373,-86,16,38,276,0
394,-41,-378,-91,16,38,277,0
386,-23,-385,-95,16,38,278,0
374,-2,-387,-99,16,38,279,0
358,17,-393,-106,16,38,280,0
335,39,-393,-106,16,38,281,0
312,51,-394,-113,16,38,282,0
284,67,-395,-116,16,39,283,0
254,83,-390,-123,16,39,284,0
203,92,-386,-126,16,39,285,0
156,98,-380,-131,16,39,286,0
102,104,-373,-134,16,39,287,0
43,102,-362,-138,16,39,288,0
-20,105,-345,-142,17,39,289,0
-93,108,-332,-146,17,38,290,0
-174,88,-313,-148,17,38,291,0
-258,78,-292,-152,17,38,292,0
-332,64,-272,-152,17,38,293,0
-436,42,-246,-155,17,38,294,0
-542,10,-213,-155,17,37,295,0
-661,-20,-179,-155,16,37,296,0
-779,-72,-141,-156,16,37,297,0
-903,-111,-101,-155,16,37,298,0
-1034,-165,-56,-150,16,37,299,0
-1178,-233,-9,-149,16,37,300,0
-1316,-300,44,-141,16,38,301,0
-1469,-374,101,-137,16,38,302,0
-1626,-463,162,-126,16,38,303,0
-1787,-555,225,-118,16,38,304,0
-1951,-658,296,-105,16,38,305,0
-2120,-772,366,-93,16,38,306,0
-2283,-884,443,-78,16,38,307,0
-2422,-984,506,-66,16,38,308,0
-2593,-1115,587,-46,16,38,309,0
-2767,-1245,671,-28,16,39,310,0
